collision_severity,day_of_week,time,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,worst_casualty_severity,any_pedestrian,avg_casualty_age
3,6,07:00,3,50,2,0,-1,1,1,1,0,2,1,3,5,4.0,3,0,23.0
3,6,17:00,6,30,1,0,-1,1,1,1,0,1,1,90,0,7.0,3,1,52.0
3,6,16:13,6,60,2,13,4,1,2,2,0,2,1,9,0,6.0,3,0,48.0
1,6,16:05,6,60,2,16,4,1,1,1,0,4,2,9,0,7.0,1,0,28.0
2,3,17:04,6,30,1,13,4,4,1,2,0,2,1,3,2,0.5,2,0,54.0
3,3,21:10,6,60,2,0,-1,6,1,2,0,2,4,9,0,9.0,3,0,26.0
3,7,11:00,6,30,1,16,3,1,1,1,0,1,1,11,0,12.0,3,0,50.0
3,7,05:32,6,60,2,0,-1,1,1,1,0,1,2,9,0,12.0,3,0,72.5
3,6,16:10,6,30,1,19,4,1,2,2,0,2,1,9,0,9.5,3,0,61.0
3,6,16:41,6,30,1,17,4,1,1,1,0,2,1,9,0,5.5,3,0,51.0
3,6,16:15,1,60,2,0,2,1,1,1,0,2,1,9,0,9.5,3,0,24.0
3,7,21:56,6,30,1,13,4,4,1,1,0,2,1,1,0,-0.5,3,0,51.0
3,3,10:34,1,30,1,0,4,1,1,1,0,2,1,1,0,6.5,3,0,49.0
2,3,16:52,6,60,2,0,-1,6,8,2,0,2,2,9,0,4.0,2,0,50.5
3,2,15:00,3,40,1,0,-1,1,1,1,0,1,1,9,0,4.0,3,1,19.0
3,4,14:53,3,70,2,0,-1,1,1,1,0,2,1,9,0,6.5,3,0,35.0
3,5,07:20,6,30,2,0,-1,1,1,1,0,3,1,9,0,2.0,3,0,32.0
3,4,07:03,6,30,1,0,-1,1,1,1,0,1,2,9,0,16.0,3,0,22.0
3,1,12:45,6,60,2,0,-1,1,1,1,0,2,1,9,0,14.5,3,0,34.0
3,4,14:20,6,30,1,0,-1,1,1,1,0,2,1,9,0,12.0,3,0,16.0
3,6,15:50,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,16.0
2,6,20:03,6,60,2,0,-1,6,1,1,0,2,5,9,0,16.0,2,0,46.4
3,7,14:00,6,30,1,0,-1,1,1,1,0,5,2,9,0,10.0,3,0,65.0
3,3,15:15,1,30,2,0,4,1,1,1,0,2,1,9,0,7.0,3,0,29.0
3,5,16:35,6,40,2,0,-1,1,8,1,0,1,1,9,1,7.0,3,0,31.0
2,3,08:03,1,50,2,0,4,1,1,1,0,2,1,9,0,2.5,2,0,54.0
3,3,14:06,7,50,2,0,-1,1,1,1,0,2,1,9,0,14.0,3,0,21.0
2,7,11:20,6,30,1,0,-1,1,1,1,0,2,2,3,0,8.5,2,0,45.5
3,5,13:55,6,30,1,0,-1,1,1,1,0,1,1,9,0,21.0,3,1,22.0
2,3,14:00,6,30,1,13,2,1,1,1,0,2,1,9,0,11.0,2,0,75.0
3,1,01:15,6,40,2,0,-1,6,1,1,0,1,1,9,1,11.0,3,0,21.0
3,6,12:42,6,30,1,0,-1,1,2,2,0,1,1,9,0,7.0,3,1,30.0
3,7,10:15,6,30,1,13,4,1,1,1,0,2,1,1,5,1.5,3,0,39.0
3,4,20:35,6,30,1,0,-1,4,5,2,0,1,1,3,0,3.0,3,0,27.0
3,4,17:00,6,40,2,0,-1,4,1,1,0,1,1,9,5,19.0,3,0,24.0
2,5,15:49,6,30,1,13,4,4,1,1,0,1,1,9,0,13.0,2,1,11.0
3,1,16:39,3,70,2,0,-1,6,1,2,0,2,1,9,2,5.0,3,0,18.0
2,5,17:10,6,40,1,13,4,4,1,1,0,2,1,3,0,7.5,2,0,41.0
3,6,15:00,6,30,1,0,-1,1,1,1,0,2,1,9,5,14.0,3,0,33.0
2,7,14:00,6,60,2,0,-1,1,1,1,0,1,1,5,1,7.0,2,0,56.0
3,7,18:00,6,20,2,0,-1,1,1,1,0,1,1,5,5,19.0,3,0,58.0
3,3,18:00,3,30,1,19,2,1,1,1,0,2,1,3,0,5.0,3,0,21.0
3,4,10:40,6,30,2,0,-1,1,1,1,0,2,1,1,0,12.0,3,0,53.0
3,3,14:30,6,20,1,16,4,1,1,1,0,2,1,1,0,1.0,3,0,12.0
3,4,12:50,3,70,1,0,-1,1,1,1,0,2,2,9,0,6.5,3,0,58.0
2,6,16:16,1,60,2,0,4,4,1,2,0,2,1,9,0,4.0,2,0,77.0
3,7,16:00,1,40,1,0,4,4,1,1,0,2,1,9,0,6.0,3,0,62.0
2,6,17:00,6,30,2,13,4,4,1,1,0,2,1,3,0,3.5,2,0,19.0
3,4,16:33,6,30,1,13,4,1,1,1,0,2,1,1,0,2.5,3,0,17.0
3,3,13:50,6,30,2,18,4,1,1,1,0,2,1,9,0,9.5,3,0,46.0
3,6,16:30,3,70,2,0,-1,1,2,2,0,4,1,9,0,5.0,3,0,25.0
2,1,15:00,6,60,1,13,4,1,1,2,0,2,2,9,0,3.0,2,0,73.0
2,2,14:45,3,70,2,0,-1,1,2,2,17,2,1,9,1,4.5,2,0,31.0
3,2,12:12,6,30,1,0,-1,1,1,1,13,2,1,9,0,9.0,3,0,72.0
3,5,08:40,6,30,1,13,4,1,1,1,0,2,1,9,0,2.5,3,1,61.0
3,4,15:30,6,30,1,13,2,1,1,1,0,2,1,9,0,11.5,3,0,27.0
3,2,19:33,6,60,2,0,-1,1,1,1,0,2,1,1,1,1.5,3,0,40.0
2,6,07:50,6,60,2,0,-1,1,1,2,0,2,1,9,1,2.0,2,0,56.0
2,4,19:00,6,30,2,0,-1,4,2,2,0,2,1,9,1,6.0,2,0,42.0
3,1,19:20,6,20,1,17,1,4,1,1,0,2,1,1,1,7.0,3,0,23.0
3,2,22:55,6,20,1,13,4,4,1,1,0,2,2,9,0,8.5,3,0,23.0
3,3,14:20,6,20,1,0,-1,1,1,1,0,2,1,9,0,4.5,3,0,52.0
3,5,08:45,6,30,1,0,-1,1,1,1,0,2,1,9,0,10.5,3,0,41.0
2,6,12:42,6,30,1,0,-1,1,1,1,0,1,1,9,0,4.0,2,1,24.0
3,3,15:00,6,30,1,0,-1,1,1,2,0,2,1,9,0,4.0,3,0,42.0
3,6,22:45,6,50,2,13,4,6,1,2,0,2,3,9,0,9.5,3,0,23.0
3,3,09:30,6,60,2,19,4,1,2,2,0,2,2,9,0,3.0,3,0,30.0
3,6,15:45,6,20,1,0,-1,1,1,1,0,2,1,1,0,4.5,3,0,5.0
3,1,16:23,6,60,2,13,4,1,1,1,0,3,2,9,0,9.0,3,0,20.0
3,6,17:30,6,30,1,13,4,4,2,2,0,1,1,9,0,27.0,3,1,45.0
3,6,12:30,6,40,2,16,4,1,1,1,0,2,1,9,0,3.0,3,0,46.0
3,5,12:49,6,30,1,18,4,1,1,2,0,1,1,9,0,5.0,3,1,72.0
3,2,12:12,6,30,1,13,2,1,1,1,0,1,1,9,0,6.0,3,1,67.0
3,6,20:04,1,30,1,0,4,4,1,1,0,2,3,9,1,5.5,3,0,19.666666666666668
3,3,20:50,6,30,1,13,2,4,1,1,0,2,3,9,0,14.5,3,0,19.33333333333333
3,7,14:39,6,20,1,13,4,1,1,4,0,3,1,9,1,7.666666666666667,3,0,35.0
3,6,23:37,3,40,2,13,2,4,1,1,0,2,1,9,0,10.0,3,0,25.0
3,5,12:19,3,40,2,0,4,1,1,1,0,2,1,9,0,3.0,3,1,58.0
3,7,14:01,6,30,1,13,4,1,2,2,0,2,2,9,0,10.0,3,0,23.0
2,7,18:40,6,30,1,0,-1,4,1,1,0,2,1,1,0,0.5,2,0,25.0
1,1,10:22,6,60,2,0,-1,1,1,1,0,2,4,9,2,9.5,1,0,77.75
3,1,16:15,6,60,2,0,-1,1,2,2,0,1,1,9,1,22.0,3,0,18.0
2,7,08:45,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,2,0,50.0
2,6,16:30,6,30,1,0,-1,1,1,2,0,1,1,9,0,10.0,2,1,37.0
2,1,16:30,3,70,2,0,-1,1,1,1,0,1,2,9,0,6.0,2,0,63.0
2,6,17:09,3,70,2,0,-1,6,1,1,0,7,1,9,0,4.571428571428571,2,0,67.0
3,6,20:35,3,70,2,0,-1,4,1,1,13,2,1,9,0,5.0,3,0,52.0
3,3,16:00,1,30,1,0,-1,1,1,1,0,2,6,9,0,13.0,3,0,19.166666666666668
3,4,19:12,6,30,1,16,2,4,2,2,0,2,2,9,0,5.0,3,0,34.0
3,4,15:57,6,30,1,0,-1,1,1,1,0,2,1,9,0,17.5,3,0,47.0
3,5,11:25,6,30,1,0,-1,1,1,1,0,2,3,9,0,9.0,3,0,52.333333333333336
3,2,15:26,6,30,1,19,4,1,1,1,0,2,3,9,5,7.5,3,0,27.666666666666668
2,4,16:14,6,30,1,0,-1,4,1,2,0,1,1,9,0,14.0,2,1,4.0
3,4,11:37,6,40,1,13,2,1,1,1,0,3,1,3,0,2.0,3,0,28.0
3,5,18:30,6,30,1,13,4,1,1,1,0,2,1,1,0,5.5,3,0,27.0
3,5,13:00,6,30,2,0,-1,1,1,1,0,1,1,9,0,2.0,3,0,64.0
3,3,14:44,6,30,1,0,-1,1,1,1,0,2,1,9,0,4.5,3,0,15.0
3,4,06:25,6,30,1,16,2,4,1,1,0,2,1,1,0,8.0,3,0,38.0
3,6,18:45,6,30,1,16,2,1,1,1,0,2,1,1,0,7.0,3,0,25.0
2,6,16:34,6,40,2,13,4,1,1,1,0,3,1,9,0,9.333333333333334,2,0,11.0
3,4,15:01,6,60,2,16,4,1,1,1,0,2,1,9,0,9.0,3,0,58.0
3,2,10:30,3,30,1,13,2,1,1,2,0,2,1,9,0,4.0,3,0,73.0
3,2,18:15,6,30,1,0,-1,1,9,1,0,2,1,1,0,1.0,3,0,35.0
3,2,17:25,6,30,1,0,-1,1,1,2,0,3,1,9,0,6.0,3,0,60.0
3,4,08:10,6,30,1,0,-1,1,9,1,0,1,1,9,0,1.0,3,1,35.0
3,2,14:40,6,30,1,0,-1,1,1,1,0,2,1,19,0,3.0,3,1,44.0
3,3,16:40,6,30,1,16,4,1,1,1,0,4,2,9,1,6.5,3,0,53.0
3,5,10:10,3,30,1,16,2,1,1,1,0,2,1,8,0,4.5,3,0,68.0
3,3,08:15,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,13.0
3,2,19:30,6,30,1,13,4,1,1,1,0,2,1,9,0,4.0,3,0,25.0
2,6,18:00,6,30,1,16,4,1,1,1,0,1,1,1,0,7.0,2,1,70.0
3,4,09:04,6,30,1,0,-1,1,1,1,0,1,1,9,0,12.0,3,1,29.0
3,3,19:36,6,60,2,0,-1,6,2,2,0,1,1,9,2,16.0,3,0,22.0
3,1,11:46,6,40,2,0,-1,1,1,1,0,4,1,5,1,16.5,3,0,52.0
3,1,16:38,1,40,2,0,4,1,1,1,0,2,1,1,0,5.0,3,0,43.0
2,4,16:34,6,30,1,0,-1,1,1,1,0,1,1,9,0,13.0,2,1,15.0
3,1,08:50,9,30,1,0,-1,1,1,1,0,1,1,9,5,18.0,3,0,22.0
3,2,08:10,6,40,1,13,4,1,1,1,0,2,1,4,0,8.5,3,0,23.0
3,3,15:00,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,17.0
3,2,20:00,6,30,1,16,2,4,1,1,0,2,1,9,0,8.0,3,0,53.0
3,6,15:06,6,30,1,13,4,1,1,1,0,2,1,9,0,3.5,3,0,69.0
3,4,17:15,6,50,2,13,4,1,1,1,0,3,1,9,0,5.333333333333333,3,0,41.0
3,4,08:50,6,30,2,0,-1,1,1,1,0,1,1,9,0,4.0,3,1,33.0
2,5,16:34,6,30,1,16,2,1,1,1,0,2,1,1,0,4.0,2,0,21.0
3,2,08:50,6,30,2,13,4,6,5,2,0,2,1,9,0,10.5,3,0,44.0
3,1,20:34,6,30,1,13,4,4,1,1,0,2,1,9,0,4.0,3,0,43.0
3,6,22:30,3,30,1,0,-1,4,1,1,0,1,1,9,0,7.0,3,1,21.0
3,4,08:15,6,30,1,13,4,1,1,1,0,2,1,1,5,7.0,3,0,22.0
3,2,21:37,6,30,1,0,-1,4,1,4,0,1,1,90,2,7.0,3,0,23.0
3,3,17:50,6,30,1,13,4,1,1,1,0,2,1,9,0,18.5,3,0,40.0
3,4,12:22,6,30,1,13,4,1,1,1,0,2,2,9,0,10.0,3,0,38.0
3,5,15:13,1,30,1,0,4,1,1,1,0,2,1,1,0,3.0,3,0,26.0
3,5,11:48,6,30,1,16,2,1,1,1,0,2,3,9,0,11.5,3,0,53.333333333333336
3,5,17:31,3,40,1,0,-1,1,1,1,0,1,1,4,1,37.0,3,0,52.0
3,1,21:31,6,30,1,16,2,4,1,2,0,1,1,9,1,5.0,3,0,18.0
3,7,21:31,6,30,1,0,4,4,1,2,13,1,2,9,0,8.0,3,1,53.5
3,3,17:07,6,30,1,13,4,4,1,1,0,1,1,9,0,14.0,3,1,21.0
3,2,13:40,6,30,1,13,4,1,1,1,0,2,1,9,0,7.0,3,0,61.0
3,7,20:55,7,30,2,0,4,1,1,1,0,2,1,9,1,7.5,3,0,22.0
3,5,15:50,6,30,1,0,-1,1,1,1,0,2,1,1,0,3.0,3,0,35.0
3,7,17:20,6,30,1,0,-1,1,1,1,0,1,1,9,0,11.0,3,1,11.0
3,6,20:44,3,40,1,0,4,4,1,1,0,1,1,9,0,2.0,3,0,75.0
3,5,14:40,6,30,1,0,-1,1,1,1,0,1,1,9,0,9.0,3,0,72.0
3,1,13:15,1,30,1,0,4,1,1,1,0,1,1,9,0,7.0,3,1,28.0
2,7,11:49,6,30,1,0,-1,1,1,1,0,1,1,9,0,9.0,2,1,16.0
1,1,11:00,6,30,1,13,4,1,1,1,0,2,1,5,1,10.5,1,0,37.0
3,2,07:55,6,30,1,0,-1,1,1,2,0,1,1,9,0,7.0,3,1,35.0
3,6,07:59,6,30,1,13,4,1,2,2,0,1,1,9,0,16.0,3,1,13.0
3,6,15:45,6,30,1,13,2,1,1,1,0,2,1,9,0,10.0,3,0,42.0
3,2,07:35,3,70,2,0,-1,1,1,1,0,1,1,9,0,7.0,3,0,24.0
3,6,06:05,6,30,1,0,-1,1,1,1,0,2,1,3,0,9.0,3,0,45.0
3,4,18:00,3,50,2,0,-1,4,1,1,0,2,1,9,0,9.0,3,0,32.0
3,3,15:47,6,30,1,0,2,1,1,1,0,2,2,9,0,10.0,3,0,55.5
2,4,12:20,3,40,1,0,-1,1,1,1,17,2,1,9,0,23.5,2,0,68.0
3,7,19:49,6,30,1,0,-1,1,1,1,0,2,1,9,0,11.0,3,0,25.0
3,5,08:15,6,30,1,0,-1,1,1,1,0,1,1,9,0,16.0,3,1,51.0
3,4,00:57,6,30,1,13,2,4,1,1,0,2,1,1,0,9.0,3,0,29.0
2,5,11:40,6,30,2,19,4,1,1,1,0,2,2,9,0,4.5,2,0,42.5
3,2,16:15,6,30,1,0,-1,1,1,1,0,2,2,9,0,3.0,3,0,17.5
3,2,07:30,1,30,1,0,4,1,1,2,0,1,1,9,1,4.0,3,0,68.0
3,3,14:58,1,40,2,0,4,1,1,1,0,2,1,19,5,1.0,3,0,42.0
3,7,13:29,6,30,1,0,-1,1,1,1,0,2,1,3,0,9.5,3,0,35.0
3,3,21:15,6,30,1,13,4,4,1,1,0,2,1,1,0,2.0,3,0,30.0
3,4,19:46,1,30,1,0,4,6,1,1,0,2,1,1,0,4.5,3,0,35.0
2,6,21:30,6,30,2,13,4,4,1,1,0,1,1,9,0,17.0,2,1,22.0
2,3,17:16,6,50,2,13,4,1,1,1,0,3,2,9,0,7.0,2,0,32.0
3,3,20:35,6,30,1,19,4,1,1,1,0,2,1,2,0,7.0,3,0,16.0
3,5,20:36,6,60,2,13,4,6,1,1,18,2,1,9,0,9.0,3,0,52.0
3,6,07:12,6,60,2,0,-1,1,1,1,0,2,1,9,5,13.5,3,0,45.0
3,7,14:17,6,30,1,0,-1,1,1,1,0,1,1,9,0,6.0,3,0,80.0
3,2,01:11,6,30,2,13,4,6,1,1,0,1,2,9,0,13.0,3,0,23.0
3,2,14:25,3,70,2,0,-1,1,1,1,0,2,1,9,1,2.5,3,0,57.0
3,3,10:00,6,60,2,0,-1,1,7,2,0,2,1,9,0,6.0,3,0,19.0
3,6,10:14,6,30,2,13,4,1,1,1,0,2,2,9,0,10.5,3,0,47.5
3,5,09:20,3,30,2,19,2,1,1,1,0,1,1,1,0,7.0,3,0,18.0
2,5,17:05,6,20,1,0,4,1,1,1,0,1,1,8,0,9.0,2,1,45.0
3,3,15:00,6,60,2,0,-1,1,1,1,0,1,1,19,0,7.0,3,1,47.0
2,5,12:30,6,60,2,0,-1,1,4,1,17,2,1,17,0,3.0,2,0,25.0
3,6,08:10,6,60,2,16,4,1,1,1,0,2,1,9,0,6.0,3,0,37.0
3,7,23:25,6,30,1,0,-1,4,1,1,0,1,1,9,0,18.0,3,1,76.0
2,6,13:35,6,60,2,0,-1,1,1,2,0,3,5,19,0,3.0,2,0,32.2
3,7,15:53,3,50,2,0,4,1,1,1,0,2,1,9,0,15.0,3,0,51.0
3,6,15:21,6,30,1,0,-1,1,1,1,0,2,1,4,0,14.5,3,0,29.0
2,6,20:23,6,30,1,0,-1,1,1,1,0,2,1,4,0,3.5,2,0,18.0
2,4,18:35,6,30,1,13,4,4,1,1,0,2,1,5,0,13.0,2,0,48.0
3,1,16:35,6,50,1,0,-1,1,1,1,0,2,2,9,0,5.0,3,0,33.5
2,4,14:23,3,60,2,0,-1,1,1,1,0,3,2,9,5,5.0,2,0,38.0
3,7,17:53,6,30,2,0,4,4,1,1,0,2,1,3,0,4.5,3,0,24.0
2,1,10:17,2,30,1,0,-1,1,5,2,0,1,1,8,0,13.0,2,1,72.0
2,5,23:25,1,30,1,0,4,4,3,2,0,2,2,9,0,15.5,2,0,37.0
3,4,07:45,6,30,2,0,-1,1,1,1,0,2,3,9,0,1.5,3,0,32.0
3,1,20:10,3,70,2,0,-1,1,1,1,0,2,1,9,0,1.0,3,0,48.0
3,7,15:00,6,30,1,13,4,1,1,1,0,2,2,9,0,6.5,3,0,40.0
3,2,09:40,1,40,2,0,4,1,2,2,0,2,1,9,0,13.0,3,0,20.0
2,2,19:00,6,30,1,13,4,4,2,2,0,1,1,9,0,9.0,2,1,13.0
3,6,20:00,6,30,1,0,-1,4,1,1,0,2,1,1,5,7.5,3,0,46.0
3,5,08:45,6,30,2,13,4,1,1,1,0,2,1,9,0,2.5,3,0,53.0
3,6,17:10,3,30,2,0,2,1,1,1,0,2,1,9,0,2.5,3,0,34.0
3,3,07:00,6,30,1,13,4,1,2,2,0,2,1,9,0,6.5,3,0,44.0
3,7,16:37,6,30,2,13,4,1,1,1,0,2,2,9,0,10.5,3,0,38.5
3,7,22:00,6,60,2,0,-1,6,8,4,0,1,1,9,0,6.0,3,0,18.0
2,4,17:30,6,30,1,13,4,4,1,1,0,2,1,1,0,7.0,2,0,30.0
2,5,16:41,6,30,2,19,-1,4,1,1,0,2,1,5,0,14.5,2,0,49.0
3,4,18:42,3,70,2,0,-1,4,2,2,0,1,1,9,5,9.0,3,0,66.0
3,7,21:48,6,60,2,0,-1,1,1,1,0,1,2,9,2,5.0,3,0,25.0
3,6,15:53,6,30,1,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,12.0
3,5,23:10,6,60,2,0,-1,1,1,2,0,2,1,9,1,3.0,3,0,28.0
3,7,18:40,6,60,2,0,-1,6,7,2,0,1,1,9,1,4.0,3,0,58.0
3,6,13:20,6,60,2,13,4,1,1,1,0,3,2,9,0,11.0,3,0,39.0
3,7,23:31,6,30,1,13,2,4,1,1,0,2,1,9,0,10.0,3,0,35.0
3,5,09:00,6,30,1,0,4,1,1,1,0,2,1,9,0,7.0,3,0,42.0
3,1,12:10,6,60,2,13,4,1,1,1,0,2,4,9,0,8.0,3,0,56.5
3,6,14:38,3,70,2,0,-1,1,1,1,0,3,2,9,0,7.0,3,0,14.0
3,4,18:11,6,30,1,0,-1,4,1,2,0,2,1,9,0,2.0,3,0,52.0
3,4,23:03,6,60,2,0,-1,6,1,2,0,1,3,9,5,6.0,3,0,18.0
3,1,13:38,6,30,1,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,24.0
2,6,08:49,6,30,1,16,2,1,1,1,0,2,1,1,5,2.0,2,0,46.0
3,5,15:30,6,40,2,0,-1,1,1,1,0,3,1,9,0,8.0,3,0,34.0
2,1,13:00,6,30,1,0,-1,1,1,1,0,2,1,1,0,7.0,2,0,46.0
2,2,16:26,6,30,1,0,-1,1,1,2,0,2,2,9,0,13.0,2,0,35.5
2,4,08:20,3,40,2,0,-1,1,1,1,0,1,1,9,0,14.0,2,1,15.0
2,4,17:01,1,30,2,0,4,4,1,2,0,1,2,9,0,13.0,2,0,79.0
2,6,15:40,6,30,1,0,-1,1,1,1,0,2,1,5,0,11.0,2,0,84.0
3,5,20:00,3,70,2,0,-1,1,1,1,0,2,1,9,0,6.0,3,0,36.0
3,1,13:25,6,60,2,0,-1,1,1,2,0,2,1,3,0,5.0,3,0,43.0
3,5,23:13,6,30,1,0,-1,4,8,2,0,1,1,9,0,7.0,3,1,57.0
2,4,16:00,6,60,2,0,-1,1,1,1,0,3,1,5,2,12.333333333333334,2,0,38.0
3,1,23:30,6,40,2,0,-1,6,2,2,0,1,1,9,1,1.0,3,0,21.0
3,1,17:40,3,70,2,0,-1,1,1,1,0,4,5,9,3,8.5,3,0,41.4
3,3,13:30,3,40,2,0,-1,1,1,1,0,2,1,9,0,4.0,3,0,51.0
1,4,18:45,6,30,2,13,4,1,1,1,0,2,1,9,2,10.0,1,0,0.0
3,6,22:05,6,30,2,0,-1,4,1,1,0,6,1,9,5,12.5,3,0,49.0
2,6,11:00,6,60,2,0,-1,1,1,1,0,3,5,9,0,9.0,2,0,70.6
2,5,15:45,6,30,1,0,-1,1,1,1,17,2,1,1,0,3.0,2,0,38.0
3,3,17:12,6,30,1,13,4,1,1,1,0,1,1,9,0,9.0,3,1,85.0
3,4,17:40,6,40,1,18,4,1,1,2,0,2,2,9,0,3.0,3,0,40.5
3,7,00:38,6,60,2,0,-1,6,1,1,0,1,1,9,5,11.0,3,0,19.0
3,3,07:06,6,60,2,0,-1,1,1,1,0,2,2,9,0,11.5,3,0,37.5
2,1,05:23,6,50,2,13,4,7,1,1,0,1,1,5,1,20.0,2,0,57.0
3,2,17:25,6,40,1,0,-1,1,1,1,0,2,1,1,0,3.0,3,0,11.0
3,4,19:22,6,30,2,0,2,4,1,1,0,2,1,9,0,7.0,3,0,28.0
2,1,21:59,6,30,2,0,-1,4,1,1,0,2,1,1,0,2.5,2,0,54.0
3,4,07:55,6,40,1,16,2,1,1,1,0,1,1,9,0,9.0,3,1,12.0
3,4,13:11,1,60,2,0,4,1,1,1,0,2,1,5,0,12.5,3,0,49.0
3,7,15:48,3,70,2,0,4,1,1,1,0,3,7,9,0,6.333333333333333,3,0,49.42857142857143
2,7,23:15,3,30,1,13,2,4,1,1,13,2,2,5,1,8.0,2,0,25.5
3,4,18:15,3,70,2,0,-1,1,1,1,0,2,1,19,0,7.0,3,0,27.0
3,2,07:08,3,50,2,0,-1,1,9,1,13,2,1,9,0,10.5,3,0,38.0
3,3,13:40,6,30,1,0,-1,1,1,1,0,2,1,1,0,1.5,3,0,12.0
3,2,16:00,3,70,2,0,-1,4,1,2,0,2,1,9,0,7.0,3,0,37.0
3,7,11:30,6,30,1,13,1,1,1,1,0,2,1,1,1,4.5,3,0,64.0
2,4,23:49,6,30,1,19,4,5,1,1,0,1,1,9,0,15.0,2,1,38.0
3,6,15:20,6,30,1,16,4,1,1,1,0,2,2,8,0,11.5,3,0,36.5
3,3,07:26,3,70,2,13,4,1,1,1,0,2,1,9,0,7.0,3,0,59.0
3,7,08:00,6,30,2,0,-1,1,1,1,0,2,1,9,0,7.0,3,0,40.0
3,7,02:45,6,40,1,0,-1,7,1,1,0,2,1,9,0,10.0,3,0,19.0
3,5,12:42,6,30,1,13,1,1,1,1,0,2,1,4,0,2.5,3,0,27.0
3,4,08:30,7,70,2,0,-1,1,1,1,0,2,1,9,0,15.0,3,0,60.0
3,2,08:07,6,20,1,0,-1,1,1,1,0,2,1,9,0,5.5,3,0,41.0
2,4,11:39,6,30,1,0,-1,1,1,1,0,3,1,9,0,2.333333333333333,2,0,37.0
3,7,23:32,3,50,2,0,-1,6,1,2,0,1,1,19,5,7.0,3,0,23.0
3,2,15:15,3,40,2,0,-1,1,1,1,0,2,3,9,0,11.5,3,0,42.66666666666666
3,2,17:30,6,30,2,0,-1,1,1,1,0,2,3,9,0,4.5,3,0,46.66666666666666
3,6,14:04,6,50,2,0,-1,1,1,1,0,1,1,9,0,14.0,3,1,34.0
3,4,17:35,7,20,1,0,4,7,9,1,0,2,1,9,0,5.0,3,0,30.0
3,7,19:56,6,30,1,13,4,1,1,1,0,2,1,9,0,10.0,3,0,30.0
3,7,08:00,6,60,2,0,-1,1,2,2,20,2,1,9,5,8.0,3,0,17.0
2,4,19:59,6,60,2,0,-1,4,8,1,0,6,3,9,0,9.333333333333334,2,0,36.0
2,3,07:30,6,30,2,0,-1,1,1,1,0,2,2,9,0,11.5,2,0,29.5
3,6,12:55,3,70,2,18,4,1,1,1,0,1,1,5,0,3.0,3,0,73.0
3,3,15:30,6,30,1,16,4,1,1,1,0,2,1,9,0,4.0,3,0,28.0
3,4,23:40,6,30,1,0,-1,4,2,2,0,3,1,9,0,14.333333333333334,3,0,63.0
3,6,10:30,6,60,2,13,4,1,1,1,0,3,3,9,1,6.333333333333333,3,0,71.33333333333333
3,3,22:01,6,60,2,0,-1,6,1,2,0,1,1,9,5,9.0,3,0,19.0
1,5,17:04,6,30,1,13,4,1,1,1,0,2,1,9,0,12.5,1,0,44.0
3,6,15:40,6,30,1,0,-1,1,9,1,0,2,1,1,5,7.0,3,0,17.0
2,6,09:00,6,60,2,16,4,1,2,2,0,2,1,9,0,3.0,2,0,27.0
3,7,23:32,3,60,2,0,-1,5,1,2,0,1,1,9,5,12.0,3,0,18.0
3,3,20:14,6,30,1,0,-1,4,1,1,0,1,1,9,0,9.0,3,1,15.0
3,6,11:10,6,60,2,13,4,1,1,2,0,2,4,9,0,10.5,3,0,47.0
3,2,16:30,6,30,1,13,2,1,1,1,0,2,1,1,0,8.5,3,0,13.0
2,1,14:07,6,60,2,13,4,1,1,1,0,2,1,5,1,19.0,2,0,55.0
3,5,18:34,6,40,2,0,-1,1,1,1,0,1,1,9,0,6.0,3,0,49.0
3,6,09:11,6,60,2,16,4,1,1,1,0,2,1,9,0,10.5,3,0,66.0
3,4,16:24,6,60,2,0,-1,6,8,4,0,2,3,9,0,3.5,3,0,53.0
2,3,16:30,6,30,1,0,-1,1,4,1,0,2,1,3,5,7.5,2,0,18.0
3,6,11:23,7,60,2,0,4,1,1,1,0,2,1,9,0,8.5,3,0,33.0
2,7,10:45,6,30,1,0,4,1,1,1,0,2,2,1,0,1.0,2,0,58.5
3,5,16:45,6,60,2,0,-1,1,1,1,0,1,1,5,1,11.0,3,0,68.0
3,1,15:38,6,30,2,0,4,1,1,1,19,2,1,9,0,6.5,3,0,55.0
3,3,18:12,6,30,2,0,-1,1,1,1,0,1,1,9,0,14.0,3,1,39.0
3,4,11:21,6,30,1,0,4,1,1,1,0,1,1,9,0,3.0,3,1,16.0
3,1,08:30,6,30,1,13,4,1,1,1,0,1,1,9,0,8.0,3,1,70.0
3,5,16:04,6,40,2,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,16.0
2,3,17:31,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,2,1,24.0
3,2,11:10,6,50,2,13,4,1,2,2,0,2,1,3,0,7.5,3,0,24.0
